OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-HI,USGS Hawaii Water Science Center,USGS-194244155552401,"Kaloko precip site nr alt 4,610 ft, HI",Atmosphere,,20010000,,,,,19.71216667,-155.9232778,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4610,feet,20,feet,Interpolated from Digital Elevation Model,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-194315155584101,"8-4358-01 Kalaoa EX A, HI",Well,,20010000,,,,,19.71776944,-155.9753,24000,1,seconds,Interpolated from Digital MAP.,NAD83,1799,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19900918,1850,ft,1850,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-194318155061801,"8-4306-01 Piihonua W-1, HI",Well,,20010000,,,,,19.71835833,-155.102225,24000,1,seconds,Interpolated from MAP.,NAD83,278,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19730129,423,ft,423,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-194327156002301,"8-4360-01 Kalaoa N. Kona (W12-11), HI",Well,,20010000,,,,,19.721,-156.003361,24000,1,seconds,Interpolated from MAP.,NAD83,680.4,feet,1,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,"Hualalai Volcanic Series, Prehistoric Lava Flows",Unconfined single aquifer,1968,702,ft,702,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-194526155054301,"Kaiwiki Stream at Kahoa Street, HI",Stream,,20010000,,,,,19.75730556,-155.0951667,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,52,feet,10,feet,Interpolated from Digital Elevation Model,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-194541155055400,HONOLII STREAM AT MOUTH NR PAPAIKOU,Stream,,20010000,,,,,19.75816667,-155.0955667,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,131,feet,1,feet,Unknown.,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-194606155094900,HONOLII STREAM AB POHAKUPAA NR PAPAIKOU,Stream,,20010000,,,,,19.7653,-155.160836,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1680,feet,10,feet,Unknown.,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-194608155094800,POHAKUPAA STREAM NR PAPAIKOU,Stream,,20010000,,,,,19.76585556,-155.1605583,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1680,feet,10,feet,Unknown.,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-194715155061301,"8-4706-01 Papaikou Well, HI",Well,,20010000,,,,,19.78467778,-155.1008417,24000,1,seconds,Interpolated from MAP.,NAD83,369,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19721001,424,ft,424,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-194938155593601,"Palm Grove Anchiline Pool, Hualalai, HI",Spring,,20010000,,,,,19.82702778,-155.9940278,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-194938155593602,"Waikoloa Anch. Pool Preserve Area, Waikoloa, HI",Spring,,20010000,,,,,19.9216111,-155.8883333,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195020155063701,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,,20010000,,,,,19.83888889,-155.1102778,24000,1,seconds,Interpolated from Digital MAP.,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195035155054501,8-5005-01 W7-1,Well,,20010000,,,,,19.840025,-155.0930528,24000,1,seconds,Interpolated from MAP.,NAD83,304,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19461101,329.33,ft,333,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195041155062201,"Makea Stream at Hwy 19, Pepeekeo, HI",Stream,,20010000,,,,,19.84458333,-155.1037222,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,443,feet,20,feet,Interpolated from Digital Elevation Model,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195043155053801,8-5005-02 MAKAI,Well,,20010000,,,,,19.84224722,-155.091111,24000,1,seconds,Interpolated from MAP.,NAD83,248.73,feet,0.1,feet,Level or other surveyed method.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19460101,309,ft,309,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195144155054701,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,,20010000,,,,,19.861,-155.0966667,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195220155070001,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,,20010000,,,,,19.87216667,-155.1165833,24000,0.1,seconds,Interpolated from Digital MAP.,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195225155394401,"8-5239-01 Waikii Ranch W-1, HI",Well,,20010000,,,,,19.87055556,-155.6594417,24000,1,seconds,Interpolated from MAP.,NAD83,4260,feet,1,feet,Interpolated from topographic map.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19830301,4324,ft,4350,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195546155480301,"8-5548-01 Parker W-1, HI",Well,,20010000,,,,,19.92638889,-155.7980556,24000,1,seconds,Interpolated from Digital MAP.,NAD83,814.78,feet,0.01,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19680301,849,ft,849,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195722155455201,"8-5745-02 Waikoloa DW-4, HI",Well,,20010000,,,,,19.955,-155.7641667,24000,1,seconds,Interpolated from Digital MAP.,NAD83,1201,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19690101,1231.5,ft,1232,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195724155455301,"8-5745-01 Waikoloa DW-5, HI",Well,,20010000,,,,,19.95583333,-155.7647222,24000,1,seconds,Interpolated from Digital MAP.,NAD83,1207,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,Volcanic Rocks,,19690101,1242,ft,1242,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195857155142301,"8-5814-01 Laupahoehoe W-1, HI",Well,,20010000,,,,,19.97945,-155.2369472,24000,1,seconds,Interpolated from MAP.,NAD83,659.03,feet,0.1,feet,Level or other surveyed method.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19681014,700.66,ft,701,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195912155464201,"8-5946-02 Lalamilo W-B, HI",Well,,20010000,,,,,19.98416667,-155.7747222,24000,1,seconds,Interpolated from Digital MAP.,NAD83,1089,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19800509,1158,ft,1158,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195929155462501,"8-5946-01 Lalamilo W-A, HI",Well,,20010000,,,,,19.98856944,-155.7722194,24000,1,seconds,Interpolated from MAP.,NAD83,1172.1,feet,1,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19770719,1288,ft,1288,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-195939155464201,"8-5946-03 Lalamilo W-C, HI",Well,,20010000,,,,,19.98967778,-155.776386,24000,5,seconds,Interpolated from MAP.,NAD83,1088,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19800601,1134,ft,1134,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-200039155494001,8-6049-03 MAUNA KEA4,Well,,20010000,,,,,20.00775833,-155.8249972,24000,1,seconds,Interpolated from MAP.,NAD83,35,feet,5,feet,Interpolated from topographic map.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19690101,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-200229155231101,8-6223-01 PAAUILO,Well,,20010000,,,,,20.03830833,-155.3836083,24000,1,seconds,Interpolated from MAP.,NAD83,1053.5,feet,1,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19850525,1148,ft,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-200325155374001,"8-6337-02 Puukapu Shallow Well, Waimea, HI",Well,,20010000,,,,,20.05388889,-155.625,24000,1,seconds,Interpolated from MAP.,NAD83,3020,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,199302,365,ft,365,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-200518155281601,"8-6528-01 Haina Well, HI",Well,,20010000,,,,,20.08525833,-155.4683278,24000,1,seconds,Interpolated from MAP.,NAD83,854.66,feet,0.1,feet,Level or other surveyed method.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19790601,925,ft,950,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-200655155354500,WAILOA STREAM NR WAIPIO,Stream,,20010000,,,,,20.11221667,-155.5930528,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,65,feet,1,feet,Unknown.,LMSL,US,15,1,,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-201307155452001,8-7345-04 MAKAPALA,Well,,20010000,,,,,20.21554722,-155.7527694,24000,1,seconds,Interpolated from MAP.,NAD83,395,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19890627,480,ft,480,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-201319155472301,"8-7347-05 Test Well-B Halaula Kohala, HI",Well,,20010000,,,,,20.21872222,-155.7872222,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,628.24,feet,0.01,feet,Level or other surveyed method.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,"Pololu Volcanic Series, Undifferentiated",Unconfined single aquifer,19890915,720,ft,720,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-201352155470601,8-7347-02 W2-1,Well,,20010000,,,,,20.22804722,-155.782211,24000,1,seconds,Interpolated from MAP.,NAD83,343,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19480101,505,ft,510,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-201428155464901,8-7446-01 S4 KOHALA,Well,,20010000,,,,,20.23804444,-155.7774889,24000,1,seconds,Interpolated from MAP.,NAD83,123,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19000101,135,ft,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-201428155480201,8-7448-07 HONOPUEO,Well,,20010000,,,,,20.23804722,-155.7977694,24000,1,seconds,Interpolated from MAP.,NAD83,414.76,feet,0.1,feet,Level or other surveyed method.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19890810,429,ft,429,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-201428155494201,"8-7449-02 Hawi W-H, HI",Well,,20010000,,,,,20.23804722,-155.8255444,24000,1,seconds,Interpolated from MAP.,NAD83,541.4,feet,0.1,feet,Level or other surveyed method.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,19751028,591,ft,591,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-201603155502201,8-7650-01 S2 HOEA,Well,,20010000,,,,,20.26441944,-155.8361,24000,1,seconds,Interpolated from MAP.,NAD83,52,feet,20,feet,Reported method of determination.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-201603155521801,"8-7652-01 S1 Waikane, HI",Well,,20010000,,,,,20.2644361,-155.8688778,24000,1,seconds,Interpolated from MAP.,NAD83,33,feet,10,feet,Interpolated from topographic map.,LMSL,US,15,1,Hawaii volcanic-rock aquifers,,,,1920,,,,,NWIS
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH94_AMA,POND 75 M INLAND WITHIN KAPOIKAI POND GROUP,Lake,"THE STATION IS LOCATED ON THE MAKALAWENA HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND 75 METERS INLAND IN THE KAPOIKAI GROUP OUTSIDE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8083296881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.7983056,-156.0276111,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH94_AMI,POND 150 M INLAND WITHIN KAPOIKAI POND GROUP,Lake,"THE STATION IS LOCATED ON THE MAKALAWENA HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND 150 METERS INLAND IN THE KAPOIKAI GROUP OUTSIDE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8083296881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.7979167,-156.0268333,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH94_AMU,POND 250 M INLAND WITHIN KAPOIKAI POND GROUP,Lake,"THE STATION IS LOCATED ON THE MAKALAWENA HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND 250 METERS INLAND IN THE KAPOIKAI GROUP OUTSIDE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8083296881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.7974167,-156.0261944,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH94_ASH,SHORELINE NEAR KAPOIKAI POND ON KONA COAST,Ocean,"THE STATION IS LOCATED ON THE MAKALAWENA HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS IN THE INTERTIDAL ZONE NEAR KAPOIKAI POND ON THE COAST OUTSIDE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8083296881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/OCEAN",20010000,,,,,19.7989167,-156.0284167,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH94_KMA,POND 120 M INLAND WITHIN KUKIO POND GROUP,Lake,"THE STATION IS LOCATED ON THE MAKALAWENA HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND 120 METERS INLAND IN THE KUKIO POND GROUP OUTSIDE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8083296881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.8219167,-156.00025,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH94_KMU,POND 240 M INLAND WITHIN KUKIO POND GROUP,Lake,"THE STATION IS LOCATED ON THE KIHOLO HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND 240 METERS INLAND IN THE KUKIO POND GROUP OUTSIDE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8083296881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.8216111,-155.9989722,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH94_KO,100 M OFFSHORE NEAR KUKIO POND ON KONA COAST,Ocean,"THE STATION IS LOCATED ON THE MAKALAWENA HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS OFFSHORE 100 METERS FROM THE KUKIO POND GROUP OUTSIDE THE BOUNDARY OF KALOKOHONOKOHAU NATIONAL HISTORICAL PARK NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8083296881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/OCEAN",20010000,,,,,19.8226667,-156.0017778,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH94_KSH,SHORELINE NEAR KUKIO POND GROUP ON KONA COAST,Ocean,"THE STATION IS LOCATED ON THE MAKALAWENA HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS IN THE INTERTIDAL ZONE NEAR THE KUKIO POND GROUP ON THE COAST OUTSIDE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8083296881.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/OCEAN",20010000,,,,,19.8225278,-156.0010556,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
